idcontrato,tipoContrato,tipoFimContrato,CPV,adjudicante,adjudicatarios,concorrentes,precoBaseProcedimento,precoContratual,PrecoTotalEfetivo,dataDecisaoAdjudicacao,dataCelebracaoContrato,dataPublicacao,dataFechoContrato,nr_concorrentes,city,cpv_prefix,agg_cpv,contribuinte_adjudicante,contribuinte_adjudicatarios,adjudicante_clean,adjudicatarios_clean
10981905,Empreitadas de obras públicas,"O cumprimento, a impossibilidade definitiva e todas as restantes causas de extinção das obrigações reconhecidas pelo direito civil",45112730-1 - Trabalhos de paisagismo ao longo de estradas e auto-estradas,Município de Viseu,Ideia verde,503379026-Ideia verde | 508426170-Visurze- Paisagismo e Meio Ambiente Ldª.,51237.0,50941.28,48057.27,2024-09-24,2024-10-18,2024-10-21,2025-03-30,2,Viseu,45,Construção,506697320,503379026,municipio de viseu,ideia verde
10982017,Aquisição de serviços,Revogação do Contrato,71300000-1 - Serviços de engenharia,Município de Oeiras,"Vitor Hugo - Coordenação e Gestão de Projectos, S.A.",,220000.0,148000.0,22200.0,2024-10-08,2024-10-18,2024-10-21,2025-10-01,0,Oeiras,71,Arquitetura e engenharia,500745943,503040630,municipio de oeiras,vitor hugo coordenacao e gestao de projectos
10982078,Aquisição de bens móveis,"O cumprimento, a impossibilidade definitiva e todas as restantes causas de extinção das obrigações reconhecidas pelo direito civil",09134100-8 - Gasóleo,"BRAVAL - Valorização e Tratamento de Resíduos Sólidos, S. A.","repsol portuguesa,sa",,220000.0,220000.0,219936.26,2024-09-11,2024-09-23,2024-10-21,2025-03-11,0,Póvoa de Lanhoso,09,Energia e combustíveis,503730947,500246963,braval valorizacao e tratamento de residuos solidos,repsol portuguesa
10982169,Empreitadas de obras públicas,"O cumprimento, a impossibilidade definitiva e todas as restantes causas de extinção das obrigações reconhecidas pelo direito civil",45331210-1 - Instalação de ventilação,"Companhia Carris de Ferro de Lisboa, E. M., S. A.","Carreira &amp; Francisco, Lda","504849697-Carreira &amp; Francisco engenharia e instalações tecnicas | 513373101-Redemaior Engenharia, Lda. | 504836447-ARCITEG - INSTALAÇÃO DE EQUIPAMENTOS DE CLIMATIZAÇÃO, UNIPESSOAL, LDA | 504013432-TERMOTÉRMICA, INSTALAÇÕES ESPECIAIS, LDA | 501237445-Omninstal - Electricidade, S.A. | 507398009-CLEAN BREEZE - ENGENHARIA E SERVIÇOS, LDA. | 509045588-IELAC - INSTALAÇÕES ESPECIAIS, LDA",165500.0,148941.0,189894.02,2024-02-01,2024-03-07,2024-10-21,2025-03-31,7,Oeiras,45,Construção,500595313,504849697,companhia carris de ferro de lisboa e m,carreira &amp francisco
10982895,Aquisição de serviços,"O cumprimento, a impossibilidade definitiva e todas as restantes causas de extinção das obrigações reconhecidas pelo direito civil",71356300-1 - Serviços de apoio técnico,"Águas do Douro e Paiva, S. A.","Pena Aventura Organização de Actividades Desportivas, Lda","506553450-Pena Aventura Organização de Actividades Desportivas, Lda",18700.0,12782.0,12782.0,2024-09-25,2024-10-21,2024-10-21,2025-06-23,1,Ribeira de Pena,71,Arquitetura e engenharia,514310774,506553450,aguas do douro e paiva,pena aventura organizacao de actividades desportivas
10983010,Aquisição de bens móveis,"O cumprimento, a impossibilidade definitiva e todas as restantes causas de extinção das obrigações reconhecidas pelo direito civil",44613800-8 - Contentores para resíduos,Município de Oeiras,"Sopsa Eco Innovation, S.A.","510440428-3 Eco Lopes &amp; Lopes Lda. | 515980196-Wast to me, Lda | 502832266-Sopsa Eco Innovation, S.A. | 500251495-SITAPE Industria Metalurgica,SA | 514611421-ESTÚDIO D1 - SOLUÇÕES DE MANUTENÇÃO E EQUIPAMENTO PARA RESÍDUOS, LDA | 510238238-FORMATO BIN LDA",150000.0,149998.8,149998.8,2024-10-01,2024-10-18,2024-10-21,2025-03-25,6,Oeiras,44,Construção,500745943,502832266,municipio de oeiras,sopsa eco innovation
10983107,Aquisição de serviços,"O cumprimento, a impossibilidade definitiva e todas as restantes causas de extinção das obrigações reconhecidas pelo direito civil",71356300-1 - Serviços de apoio técnico,"SIMDOURO - Saneamento do Grande Porto, S. A.","Pena Aventura Organização de Actividades Desportivas, Lda","506553450-Pena Aventura Organização de Actividades Desportivas, Lda",18700.0,5478.0,5478.0,2024-09-25,2024-10-21,2024-10-21,2025-07-21,1,Ribeira de Pena,71,Arquitetura e engenharia,514310103,506553450,simdouro saneamento do grande porto,pena aventura organizacao de actividades desportivas
10983222,Aquisição de bens móveis,"O cumprimento, a impossibilidade definitiva e todas as restantes causas de extinção das obrigações reconhecidas pelo direito civil",30200000-1 - Equipamento e material informático,Agrupamento de Escolas de Castro Daire,"BC Centro - Sistemas de Escritório, Lda","502670355-DIGIBÉRIA INFORMATION TECHNOLOGIES, S.A. | 500074372-AXIANSEU DIGITAL SOLUTIONS, S.A. | 504983334-BC Centro - Sistemas de Escritório, Lda",731987.3,629222.37,629222.37,2024-07-22,2024-10-14,2024-10-21,2025-03-31,3,Castro Daire,30,Máquinas e equipamentos,600075389,504983334,agrupamento de escolas de castro daire,bc centro sistemas de escritorio
10673001,Aquisição de bens móveis,"O cumprimento, a impossibilidade definitiva e todas as restantes causas de extinção das obrigações reconhecidas pelo direito civil",15811000-6 - Produtos de panificação,"Serviço de Saúde da Região Autónoma da Madeira, EPE-RAM",Socipamo,511003501-Socipamo | 511041721-MANUEL MARTINS VIEIRA &amp; FILHOS LDA,59979.56,52041.06,48955.21,2024-03-07,2024-04-17,2024-04-17,2024-09-29,2,Funchal,15,Alimentação e bebidas,511228848,511003501,servico de saude da regiao autonoma da madeira epe ram,socipamo
10983252,Aquisição de bens móveis,"O cumprimento, a impossibilidade definitiva e todas as restantes causas de extinção das obrigações reconhecidas pelo direito civil",33140000-3 - Material médico de consumo,"Instituto Nacional de Saúde Doutor Ricardo Jorge, I. P.","IZASA SCIENTIFIC, LDA.","500274231-Soquímica - Sociedade de Representações de Química, Lda | 501548084-MT Brandão Lda | 500948208-ILC Instrumentos de Laboratório e Científicos Lda | 513252088-IZASA SCIENTIFIC, LDA. | 500203130-Normax - Fábrica de Vidros Científicos, Lda. | 507485149-LABORSPIRIT, LDA. | 503842770-VWR International - Material de Laboratório, Lda | 507958861-Frilabo II, Lda. | 504041231-ANTÓNIO M.S.CRUZ- Material de Laboratório, Lda. | 502614625-UNICAM SISTEMAS ANALITICOS, LDA | 510433669-Waters Technologies LC-MS Portugal Unipessoal, Lda",210628.48,1730.91,1730.91,2024-10-11,2024-10-11,2024-10-21,2025-04-30,11,,33,Saúde e equipamento médico,501427511,513252088,instituto nacional de saude doutor ricardo jorge i p,izasa scientific
10983273,Aquisição de bens móveis,"O cumprimento, a impossibilidade definitiva e todas as restantes causas de extinção das obrigações reconhecidas pelo direito civil",33140000-3 - Material médico de consumo,"Instituto Nacional de Saúde Doutor Ricardo Jorge, I. P.","Normax - Fábrica de Vidros Científicos, Lda.","500274231-Soquímica - Sociedade de Representações de Química, Lda | 501548084-MT Brandão Lda | 500948208-ILC Instrumentos de Laboratório e Científicos Lda | 513252088-IZASA SCIENTIFIC, LDA. | 500203130-Normax - Fábrica de Vidros Científicos, Lda. | 507485149-LABORSPIRIT, LDA. | 503842770-VWR International - Material de Laboratório, Lda | 507958861-Frilabo II, Lda. | 504041231-ANTÓNIO M.S.CRUZ- Material de Laboratório, Lda. | 502614625-UNICAM SISTEMAS ANALITICOS, LDA | 510433669-Waters Technologies LC-MS Portugal Unipessoal, Lda",210628.48,975.6,703.86,2024-10-11,2024-10-11,2024-10-21,2025-03-31,11,,33,Saúde e equipamento médico,501427511,500203130,instituto nacional de saude doutor ricardo jorge i p,normax fabrica de vidros cientificos
10673262,Aquisição de serviços,"O cumprimento, a impossibilidade definitiva e todas as restantes causas de extinção das obrigações reconhecidas pelo direito civil",63000000-9 - Serviços anexos e auxiliares dos transportes; serviços de agências de viagens,"Instituto da Segurança Social, I. P.","DOT Viagens e Turismo, Lda.","505259397-OSIRIS, Viagens e Turismo Lda | 510144160-ALIVE PORTUGAL - AGÊNCIA DE VIAGENS, S.A. | 501313915-TQ Travel Quality - Viagens e Turismo, S.A. | 514718960-PARTNER TRAVEL – VIAGENS E TURISMO, LDA. | 513165380-RASO II - VIAGENS E TURISMO, UNIPESSOAL, LDA | 506019608-Smile Viagens e Turismo Unipessoal, Lda | 508270332-EMVIAGEM, S.A. | 509668453-TOP PARTNER - VIAGENS &amp; SOLUÇÕES EMPRESARIAIS, S.A., | 514862645-DOT Viagens e Turismo, Lda. | 510930492-AVIA-TE, UNIPESSOAL, LDA. | 515166324-Nextravel - Servio Castro Neves Lda",208433.4,208433.4,123174.84,2024-03-26,2024-04-05,2024-04-17,2025-04-08,11,,63,Serviços de transporte,505305500,514862645,instituto da seguranca social i p,dot viagens e turismo
10673466,Aquisição de serviços,"O cumprimento, a impossibilidade definitiva e todas as restantes causas de extinção das obrigações reconhecidas pelo direito civil",50700000-2 - Serviços de reparação e manutenção de equipamento em edifícios,"Matosinhoshabit-MH, Empresa Municipal de Habitação de Matosinhos, E. M.","Aventura Liquida, Desentupimento e Limpeza de Fossas","516617591-Aventura Liquida, Desentupimento e Limpeza de Fossas | 516325574-Fluidez Angular, Desentupimentos e Limpeza de Fossas, Lda.",100000.0,40000.0,39998.8,2024-03-14,2024-04-03,2024-04-17,2024-12-28,2,Matosinhos,50,Manutenção e reparação,504597221,516617591,matosinhoshabit mh empresa municipal de habitacao de matosinhos e m,aventura liquida desentupimento e limpeza de fossas
10983632,Aquisição de bens móveis,"O cumprimento, a impossibilidade definitiva e todas as restantes causas de extinção das obrigações reconhecidas pelo direito civil",15894210-6 - Refeições para escolas,Escola Básica Integrada de Ribeira Grande,"EUROESSEN - Restauração e Serviços, Lda","501426230-ICA-Indust e Comércio Alimentar, SA | 501323325-Uniself - Sociedade de Restaurantes Públicos e Privados, SA | --SANDRA DE JESUS PEREIRA CORDEIRO | 501274928-EUROESSEN - Restauração e Serviços, Lda | 500126623-Gertal - Companhia Geral de Restaurantes e Alimentação, S.A. | 500347506-Eurest Portugal Lda",320430.0,238444.2,220668.24,2024-09-03,2024-09-09,2024-10-22,2025-08-28,6,Ribeira Grande,15,Alimentação e bebidas,672002639,501274928,escola basica integrada de ribeira grande,euroessen restauracao e servicos
10983829,Aquisição de bens móveis,"O cumprimento, a impossibilidade definitiva e todas as restantes causas de extinção das obrigações reconhecidas pelo direito civil",33140000-3 - Material médico de consumo,Santa Casa da Misericórdia de Lisboa,"PlanetaVertical, Lda.","514929170-PLANETAVERTICAL - LDA. | 505792362-Overpharma, Produtos Médicos e Farmacêuticos, Lda | --Hologic Ibéria, SL Unipessoal | 502996323-Speculum | 508560152-BRAMEDICAFISIO, PRODUTOS DE SAUDE, LDA | 503281115-CLINIFAR - PRODUTOS CLÍNICOS E FARMACÊUTICOS S.A. | 501506543-B. Braun Medical, Unipessoal Lda. | 514818484-Enerre Pharma, Ldª | 505148676-LineaMédica - Dispositivos Médico-Cirúrgicos, S.A.",12005.0,135.0,0.0,2024-10-10,2024-10-10,2024-10-22,2025-04-14,9,Mafra,33,Saúde e equipamento médico,500745471,514929170,santa casa da misericordia de lisboa,planetavertical
10983859,Aquisição de bens móveis,"O cumprimento, a impossibilidade definitiva e todas as restantes causas de extinção das obrigações reconhecidas pelo direito civil",33140000-3 - Material médico de consumo,Santa Casa da Misericórdia de Lisboa,"PlanetaVertical, Lda.","514929170-PLANETAVERTICAL - LDA. | 505792362-Overpharma, Produtos Médicos e Farmacêuticos, Lda | --Hologic Ibéria, SL Unipessoal | 502996323-Speculum | 508560152-BRAMEDICAFISIO, PRODUTOS DE SAUDE, LDA | 503281115-CLINIFAR - PRODUTOS CLÍNICOS E FARMACÊUTICOS S.A. | 501506543-B. Braun Medical, Unipessoal Lda. | 514818484-Enerre Pharma, Ldª | 505148676-LineaMédica - Dispositivos Médico-Cirúrgicos, S.A.",12005.0,81.0,0.0,2024-10-10,2024-10-10,2024-10-22,2025-04-14,9,Cascais,33,Saúde e equipamento médico,500745471,514929170,santa casa da misericordia de lisboa,planetavertical
10680393,Aquisição de serviços,"O cumprimento, a impossibilidade definitiva e todas as restantes causas de extinção das obrigações reconhecidas pelo direito civil",71334000-8 - Serviços de engenharia mecânica e eléctrica,Associação de Beneficiários do Caia,"NORAQUA, Consultores de Engenharia, Lda","501213350-NORAQUA, Consultores de Engenharia, Lda | 503195758-CTGA - Centro Tecnológico de Gestão Ambiental, Lda. | 507173295-CAMPO D AGUA ENGENHARIA E GESTÃO LDA | 507826507-COBA - Consultores de Engenharia e Ambiente, S.A.",64000.0,44000.0,39600.0,2024-02-09,2024-02-22,2024-04-22,2024-08-20,4,Elvas,71,Arquitetura e engenharia,500032394,501213350,associacao de beneficiarios do caia,noraqua consultores de engenharia
10985437,Empreitadas de obras públicas,"O cumprimento, a impossibilidade definitiva e todas as restantes causas de extinção das obrigações reconhecidas pelo direito civil","45212000-6 - Obras de construção de edifícios relacionados com recreio, desporto, cultura, alojamento e restauração",Município de São João da Madeira,J. prado Correia &amp; Ca LDA,,35000.0,35000.0,35000.0,2024-09-02,2024-09-17,2024-10-22,2025-09-02,0,São João da Madeira,45,Construção,506538575,500146543,municipio de sao joao da madeira,j prado correia &amp ca
10985609,Aquisição de serviços,"O cumprimento, a impossibilidade definitiva e todas as restantes causas de extinção das obrigações reconhecidas pelo direito civil",60130000-8 - Serviços de transporte rodoviário de passageiros com finalidade específica,Município de Pombal,Bruno Andrade Vaz Unipessoal Lda,"504133799-UTS - Viagens e Serviços S.A | 500899371-Táxis Padeiro, Lda. | 500963266-Nogueira &amp; Nogueira, Lda. | 500927740-José Simões, Lda. | 515628921-Bruno Andrade Vaz, Unipessoal, Lda. | 505492130-Táxi Freire &amp; Carrasqueira, Lda. | 505462109-Táxi Amadeu Victória, Lda. | --Olivério Gomes Martins",140464.49,24230.0,16770.96,2024-10-10,2024-10-22,2024-10-22,2025-10-21,8,,60,Serviços de transporte,506334562,515628921,municipio de pombal,bruno andrade vaz
10985614,Aquisição de serviços,"O cumprimento, a impossibilidade definitiva e todas as restantes causas de extinção das obrigações reconhecidas pelo direito civil",60130000-8 - Serviços de transporte rodoviário de passageiros com finalidade específica,Município de Pombal,"TAXI FREIRE @ CARRASQUEIRA, LDA","504133799-UTS - Viagens e Serviços S.A | 500899371-Táxis Padeiro, Lda. | 500963266-Nogueira &amp; Nogueira, Lda. | 500927740-José Simões, Lda. | 515628921-Bruno Andrade Vaz, Unipessoal, Lda. | 505492130-Táxi Freire &amp; Carrasqueira, Lda. | 505462109-Táxi Amadeu Victória, Lda. | --Olivério Gomes Martins",140464.49,10619.0,10009.15,2024-10-10,2024-10-22,2024-10-22,2025-10-21,8,,60,Serviços de transporte,506334562,505492130,municipio de pombal,taxi freire @ carrasqueira
10985838,Aquisição de bens móveis,"O cumprimento, a impossibilidade definitiva e todas as restantes causas de extinção das obrigações reconhecidas pelo direito civil",33140000-3 - Material médico de consumo,Santa Casa da Misericórdia de Lisboa,"PlanetaVertical, Lda.","514929170-PLANETAVERTICAL - LDA. | 505792362-Overpharma, Produtos Médicos e Farmacêuticos, Lda | --Hologic Ibéria, SL Unipessoal | 502996323-Speculum | 508560152-BRAMEDICAFISIO, PRODUTOS DE SAUDE, LDA | 503281115-CLINIFAR - PRODUTOS CLÍNICOS E FARMACÊUTICOS S.A. | 501506543-B. Braun Medical, Unipessoal Lda. | 514818484-Enerre Pharma, Ldª | 505148676-LineaMédica - Dispositivos Médico-Cirúrgicos, S.A.",12005.0,290.0,0.0,2024-10-10,2024-10-10,2024-10-23,2025-04-14,9,Cascais,33,Saúde e equipamento médico,500745471,514929170,santa casa da misericordia de lisboa,planetavertical
10986706,Empreitadas de obras públicas,"O cumprimento, a impossibilidade definitiva e todas as restantes causas de extinção das obrigações reconhecidas pelo direito civil",45214200-2 - Construção de edifícios escolares,Município de Monchique,"Joaquim Sequeira Vieira - Urbanizações e Construções, Unip., Lda.","506868230-Joaquim Sequeira Vieira - Urbanizações e Construções, Unip., Lda.",341500.0,341500.0,406872.08,2024-08-22,2024-09-11,2024-10-23,2025-10-23,1,Monchique,45,Construção,506826961,506868230,municipio de monchique,joaquim sequeira vieira urbanizacoes e construcoes unip
10987470,Aquisição de bens móveis,"O cumprimento, a impossibilidade definitiva e todas as restantes causas de extinção das obrigações reconhecidas pelo direito civil",48600000-4 - Pacote de software para bases de dados e de software operativo,Município de Castelo Branco,"Syswave, Unipessoal Lda","514003189-Syswave- Unipessoal, Lda. | 502120070-Konica Minolta Business Solutions Portugal, Unipessoal, Lda | 503536717-Visualforma – Tecnologias de Informação, S.A. | 506210855-Reload - Consultoria Informática Unipessoal, Lda",365494.9,23735.05,23735.05,2024-09-17,2024-09-30,2024-10-23,2024-10-30,4,,48,Tecnologias de Informação,501143530,514003189,municipio de castelo branco,syswave
10987623,Aquisição de bens móveis,"O cumprimento, a impossibilidade definitiva e todas as restantes causas de extinção das obrigações reconhecidas pelo direito civil","16120000-2 - Grades, escarificadoras, cultivadoras, sachadoras ou enxadas",Município de Castelo Branco,"AGRICORTES - COMÉRCIO DE MÁQUINAS E EQUIPAMENTOS, SA","500011460-AGRICORTES - Comércio de Máquinas e Equipamentos, S.A.",28365.0,7750.0,7750.0,2024-09-24,2024-10-08,2024-10-23,2025-01-22,1,,16,Máquinas e equipamentos,501143530,500011460,municipio de castelo branco,agricortes comercio de maquinas e equipamentos
10988048,Aquisição de serviços,"O cumprimento, a impossibilidade definitiva e todas as restantes causas de extinção das obrigações reconhecidas pelo direito civil",90910000-9 - Serviços de limpeza,Município da Lourinhã,"LUCENA E LUCENA, LDA","517640112-TMLJ - FACILITY SERVICES, UNIPESSOAL LDA | 516366580-BRILHÀCHUVA UNIPESSOAL, LDA | 504613529-Aveiclean-Limpeza e Conservação Lda | 516358863-Foamy Sparkle Lavanda Prismática A.C.E. | 502629428-Euromex Facility Services, Lda. | 504458086-Sá Limpa - Facility Services, Lda | 516510657-LUCENA E LUCENA, LDA | 517143550-LF Facility Services | 516630199-Moriahabil Lda | 502771496-OPERANDUS – Limpeza Profissional, Lda. | 514061391-JMC Cleaning Services | 514539496-HLS - LIMPEZAS PROFISSIONAIS, LDA. | 510081983-Vislisa Unipessoal Lda | 515901806-André Carrito, Unipessoal, Lda. | 506665836-Saniambiente, Lda | 502117281-IBERLIM - HIGIENE E SUSTENTABILIDADE AMBIENTAL, S.A.",521782.2,31029.68,16249.31,2024-09-06,2024-09-26,2024-10-24,2025-07-11,16,Lourinhã,90,Ambiente e resíduos,502177101,516510657,municipio da lourinha,lucena e lucena
10988423,Empreitadas de obras públicas,"O cumprimento, a impossibilidade definitiva e todas as restantes causas de extinção das obrigações reconhecidas pelo direito civil",45233220-7 - Pavimentação de estradas,Município de Alcanena,"Civibérica - Obras Civis, S.A.","510520251-Civibérica - Obras Civis, S.A. | 502874074-Construções António Leal, S.A | 500812667-António Rodrigues Capela &amp; Filhos, Lda | 501436162-Contec - Construção e Engenharia, S.A.",294411.84,222100.0,216215.32,2024-09-19,2024-10-17,2024-10-24,2025-08-28,4,Alcanena,45,Construção,500745773,510520251,municipio de alcanena,civiberica obras civis
10988486,Empreitadas de obras públicas,"O cumprimento, a impossibilidade definitiva e todas as restantes causas de extinção das obrigações reconhecidas pelo direito civil",45232130-2 - Construção de condutas para águas pluviais,Município de Albufeira,"L2 - Investimentos &amp; Construção, Lda.","509941540-L2 - Investimentos &amp; Construção, Lda. | 500177295-Manuel António e Jorge Almeida - Construções",12227.14,12178.78,12178.78,2024-10-02,2024-10-21,2024-10-24,2025-06-17,2,Albufeira,45,Construção,503539473,509941540,municipio de albufeira,l2 investimentos &amp construcao
10988684,Aquisição de bens móveis,"O cumprimento, a impossibilidade definitiva e todas as restantes causas de extinção das obrigações reconhecidas pelo direito civil",30230000-0 - Equipamento informático,"Instituto da Segurança Social dos Açores, I. P. R. A.","DIGIBÉRIA INFORMATION TECHNOLOGIES, S.A.",,43020.0,39814.6,39814.6,2024-09-30,2024-10-17,2024-10-24,2024-12-09,0,,30,Máquinas e equipamentos,510928897,502670355,instituto da seguranca social dos acores i p r a,digiberia information technologies
10674640,Aquisição de serviços,,77231200-0 - Serviços de controlo de pragas florestais,Município de Oeiras,"PERENE, S.A.","504338854-PERENE, S.A. | 502877472-Ecoambiente- Serviços e meio Ambiente, S.A | 502117281-Iberlim - Soceidade Tecnica Limpezas SA | 501454543-DST - Desinfecções Sul Tejo | 507068211-Floresta Bem Cuidada, Lda. | 507073940-Biostasia, Lda | 505634848-Flora Garden - Projectos de Silvicultura e Jardinagem, Unip., Lda",340000.0,340000.0,0.0,2024-04-04,2024-04-17,2024-04-18,2025-02-25,7,Oeiras,77,Agricultura e pesca,500745943,504338854,municipio de oeiras,perene
10989733,Aquisição de serviços,"O cumprimento, a impossibilidade definitiva e todas as restantes causas de extinção das obrigações reconhecidas pelo direito civil",72611000-6 - Serviços de assistência técnica informática,"Instituto de Informática, I. P.","IGNÍT PEOPLE, S.A.","515777048-Ignit People S.A. | 508991579-Solidnetworks, Lda.",54000.0,53994.0,53994.0,2024-09-26,2024-10-03,2024-10-24,2025-04-17,2,,72,Tecnologias de Informação,504322915,515777048,instituto de informatica i p,ignit people
10990195,Aquisição de serviços,"O cumprimento, a impossibilidade definitiva e todas as restantes causas de extinção das obrigações reconhecidas pelo direito civil",71351730-9 - Serviços de prospecção geológica,"Infraestruturas de Portugal, S. A.","DrillGO - Geotecnia e Obras Subterrâneas, S.A.","509323600-ARGONVIA - SERVIÇOS DE ENGENHARIA LDA | 509197752-Geoalgar-Consultoria em Geotecnia, Hidrogeologia e Ambiente, Lda. | 503502928-Betoteste - Gabinete de Estudos de Geotecnia, Lda. | 515286664-DrillGO - Geotecnia e Obras Subterrâneas, S.A. | 500126321-GEOCONTROLE – Geotecnia e Estruturas de Fundação, S.A. | 506782328-RIPÓRTICO - ENGENHARIA, LDA | 501695729-Geoma- Geotecnia e Mecãnica dos Solos,lda",545000.0,497825.9,401751.88,2024-07-25,2024-10-24,2024-10-25,2026-03-17,7,Soure,71,Arquitetura e engenharia,503933813,515286664,infraestruturas de portugal,drillgo geotecnia e obras subterraneas
10993684,Aquisição de bens móveis,"O cumprimento, a impossibilidade definitiva e todas as restantes causas de extinção das obrigações reconhecidas pelo direito civil",38810000-6 - Equipamento para controlo de processos industriais,Centro de Formação Profissional para a Indústria de Cerâmica - Cencal,"Induzir, Lda","503075663-Induzir, Lda",30000.0,30000.0,30000.0,2024-09-30,2024-09-30,2024-10-28,2025-08-25,1,Caldas da Rainha,38,Equipamento científico e laboratorial,501886354,503075663,centro de formacao profissional para a industria de ceramica cencal,induzir
10994744,Empreitadas de obras públicas,"O cumprimento, a impossibilidade definitiva e todas as restantes causas de extinção das obrigações reconhecidas pelo direito civil",45454000-4 - Obras de reestruturação,"Administração Regional de Saúde do Norte, I. P.","CONSTRUÇÕES R. &amp; F. OLIVEIRA, LDA.","515538124-EE | 504003615-CONSTRUÇÕES R. &amp; F. OLIVEIRA, LDA.",112137.5,11753.0,11753.0,2024-10-04,2024-10-17,2024-10-28,2024-12-20,2,Póvoa de Lanhoso,45,Construção,503135593,504003615,administracao regional de saude do norte i p,construcoes r &amp f oliveira
10994752,Aquisição de bens móveis,"O cumprimento, a impossibilidade definitiva e todas as restantes causas de extinção das obrigações reconhecidas pelo direito civil",15895000-8 - Produtos de restauração rápida,Serviços de Ação Social da Universidade do Minho,"Carnes S. José - Comércio e Indústria de Carnes, Lda.","500178933-Manuel Gonzalez Martins &amp;amp; Filhos, S.A. | 502388803-Vanibru - Comércio de Produtos Alimentares, Lda. | 501235574-Carnes S. José - Comércio e Indústria de Carnes, Lda. | 500271518-Sogenave - Sociedade Geral de Abastecimentos à Navegação e Indústria Hoteleira, SA",24852.0,18116.0,15226.21,2024-10-03,2024-10-18,2024-10-28,2025-04-07,4,,15,Alimentação e bebidas,680047360,501235574,servicos de acao social da universidade do minho,carnes s jose comercio e industria de carnes
10995047,Aquisição de bens móveis,"O cumprimento, a impossibilidade definitiva e todas as restantes causas de extinção das obrigações reconhecidas pelo direito civil",33140000-3 - Material médico de consumo,Santa Casa da Misericórdia de Lisboa,"BRAMÉDICA FISIO - PRODUTOS DE SAÚDE, LDA.","514929170-PLANETAVERTICAL - LDA. | 505792362-Overpharma, Produtos Médicos e Farmacêuticos, Lda | --Hologic Ibéria, SL Unipessoal | 502996323-Speculum | 508560152-BRAMEDICAFISIO, PRODUTOS DE SAUDE, LDA | 503281115-CLINIFAR - PRODUTOS CLÍNICOS E FARMACÊUTICOS S.A. | 501506543-B. Braun Medical, Unipessoal Lda. | 514818484-Enerre Pharma, Ldª | 505148676-LineaMédica - Dispositivos Médico-Cirúrgicos, S.A.",12005.0,45.0,0.0,2024-10-10,2024-10-10,2024-10-28,2025-04-20,9,Mafra,33,Saúde e equipamento médico,500745471,508560152,santa casa da misericordia de lisboa,bramedica fisio produtos de saude
10995269,Empreitadas de obras públicas,"O cumprimento, a impossibilidade definitiva e todas as restantes causas de extinção das obrigações reconhecidas pelo direito civil",45233141-9 - Manutenção de estradas,"Infraestruturas de Portugal, S. A.","Construções Pragosa, S.A.","510520251-Civibérica - Obras Civis, S.A. | 500775540-Francisco Pereira Marinho &amp; Irmãos, S.A | 504213709-M. COUTO ALVES SA | 502197714-Construções J.J.R. &amp; Filhos S.A. | 507383125-ESTRELA DO NORTE - ENGENHARIA E CONSTRUÇÃO, S.A. | 500280908-TECNOVIA - SOCIEDADE DE EMPREITADAS SA | 502493984-NOV PRO CONSTRUÇÕES, S.A. | 516016563-BETUFAM, LDA. | 503496251-Socorpena, Engenharia e Construção, SA | 500326517-CJR CÂNDIDO JOSÉ RODRIGUES, S.A | 500553408-ABB Alexandre Barbosa Borges | 503335096-Irmãos Almeida Cabral, Lda. | 501489126-Domingos da Silva Teixeira, SA | 502442271-Prioridade - Construção de Vias de Comunicação, SA | 502496878-Construções Pragosa, S.A. | 503369489-CONSTRUÇÕES CARLOS PINHO, LDA. | 502046376-José Moreira Fernandes &amp; Filhos, S.A.",5670000.0,886768.3,886507.35,2024-09-26,2024-10-21,2024-10-28,2025-10-27,17,Évora,45,Construção,503933813,502496878,infraestruturas de portugal,construcoes pragosa
10995393,Aquisição de bens móveis,"O cumprimento, a impossibilidade definitiva e todas as restantes causas de extinção das obrigações reconhecidas pelo direito civil",43800000-1 - Equipamento para oficina,CEPRA - CENTRO DE FORMAÇÃO PROFISSIONAL REPARAÇÃO AUTOMOVEL,ADELINO PEDRO - COMÉRCIO DE PEÇAS,"500046280-Bombóleo-Socidade Reparadora de Bombas Injectoras, Lda. | 507030478-Modutronic - Comércio de Equip. Electrónicos, Lda | 506676080-ADELINO PEDRO - COMÉRCIO DE PEÇAS",72060.0,3546.0,3546.0,2024-09-20,2024-09-30,2024-10-28,2024-10-24,3,Loures,43,Construção,501926895,506676080,cepra centro de formacao profissional reparacao automovel,adelino pedro comercio de pecas
10995933,Aquisição de serviços,"O cumprimento, a impossibilidade definitiva e todas as restantes causas de extinção das obrigações reconhecidas pelo direito civil",98390000-3 - Outros serviços,"Instituto do Emprego e da Formação Profissional, I. P.","Globaltendas, Lda.","518197395-Spark Events, Unipessoal, Lda | 508189560-Globaltendas, Lda.",155247.0,144750.0,144750.0,2024-10-15,2024-10-22,2024-10-29,2024-12-04,2,,98,Outros serviços,501442600,508189560,instituto do emprego e da formacao profissional i p,globaltendas
