idcontrato,tipoContrato,tipoFimContrato,CPV,adjudicante,adjudicatarios,concorrentes,precoBaseProcedimento,precoContratual,PrecoTotalEfetivo,dataDecisaoAdjudicacao,dataCelebracaoContrato,dataPublicacao,dataFechoContrato,nr_concorrentes,contribuinte_adjudicante,contribuinte_adjudicatarios,city,cpv_prefix,agg_cpv
11532860,Empreitadas de obras públicas,,45200000-9 - Obras de construção total ou parcial e de engenharia civil,Estado-Maior do Exército,"Corrige - Pinturas e Construção Civil, Lda.","503964867-Corifa, Construção Civil, Lda. | 501159150-Baião Pereira &amp; Fernandes, Soc. Const. Lda. | 515062707-AJP Matos Pinheiro, Lda. | 508926653-VNZ-Construção, S.A: | 503460656-Gasfomento-Sistemas e Instalações de Gás, S.A. | 501694501-Pinturas AL - António Leite, Lda | 507968840-Pedcarsegur Unipessoal, Lda | 505865068-Corrige - Pinturas e Construção Civil, Lda.",377094.48,269569.56,0.0,2025-04-24,2025-05-21,2025-06-24,,8,600021610,505865068,Sintra,45,Construção
11532900,Empreitadas de obras públicas,,45321000-3 - Obras de isolamento térmico,Município de Odivelas,"LSM-SERVIÇOS E MANUTENÇÃO, LDA",,195000.0,71852.39,0.0,2025-04-21,2025-06-17,2025-06-24,,0,504293125,514690186,Odivelas,45,Construção
11533213,Empreitadas de obras públicas,,45200000-9 - Obras de construção total ou parcial e de engenharia civil,Polícia de Segurança Pública,Aplus - EC SOARES UNIPESSOAL LDA,"510027350-RKESA, LDA. | 501681779-SOCIEDADE DE CONSTRUÇÕES SANDILOR, LDA | 516877860-Aplus - EC SOARES UNIPESSOAL LDA | 504006762-TOLCA Construçao Gestao Patrimonial e Comercio SA | 514355050-Gaspena &amp; Marques, Const. e Remod. Lda | 503373788-FRATERNA – Engenharia, Consultoria e Construção | 502353597-M.L. MOITA, SOCIEDADE GERAL DE CONSTRUÇÃO CIVIL LDA",475609.76,400000.0,0.0,2025-05-07,2025-06-03,2025-06-24,,7,600006662,516877860,Sintra,45,Construção
11534199,Aquisição de bens móveis,,44480000-8 - Equipamento diverso de protecção contra incêndios,"Instituto do Turismo de Portugal, I. P.","SAFETY MATERIAIS CONTRA INCÊNDIO, S.A.","500663300-Tecniquitel-Sociedade de Equipamentos Técnicos, S.A. | 501290567-PROSEGUR - COMPANHIA DE SEGURANÇA, LDA | 502365889-FRISINDE - EQUIPAMENTOS INDUSTRIAIS, LDA | 513373101-Redemaior Engenharia, Lda. | 500758158-TECNILAB Portugal ,S.A. | 508906008-Tecnosines - Engenharia de Segurança contra Incêndios Lda. | 508607990-SAFETY MATERIAIS CONTRA INCÊNDIO, S.A. | 507683803-Segmon - Sistemas Globais de Segurança, Lda | 507873661-UNIFOGO - Sistemas Contra Incêndios Lda",99755.0,49761.08,0.0,2025-05-14,2025-06-17,2025-06-25,,9,508666236,508607990,Lisboa,44,Materiais de construção
11534254,Aquisição de bens móveis,,33140000-3 - Material médico de consumo,"Unidade Local de Saúde de Santa Maria, E. P. E.","MICROPORT CRM PORTUGAL, LDA.",,629020.0,25500.0,0.0,2025-06-05,2025-06-24,2025-06-25,,0,508481287,505514010,Lisboa,33,Equipamento médico e farmacêutico
11676574,Locação de bens móveis,,30232100-5 - Impressoras e traçadores de gráficos,Ordem dos Solicitadores e dos Agentes de Execução,"Ricoh Portugal, Unipessoal Lda.",,40000.0,31059.36,0.0,2025-08-11,2025-08-29,2025-09-02,,0,500963126,508080975,Lisboa,30,Equipamento de escritório e informática
11552765,Aquisição de bens móveis,,30230000-0 - Equipamento informático,Escola Superior Náutica Infante D. Henrique,"Reload - Consultoria Informática, Lda.",,569761.0,118085.77,0.0,2025-06-18,2025-07-01,2025-07-03,,0,508820111,506210855,Oeiras,30,Equipamento de escritório e informática
11552852,Aquisição de serviços,,73200000-4 - Serviços de consultoria em matéria de investigação e desenvolvimento,Município de Sintra,"MACEDO VITORINO - SOCIEDADE DE ADVOGADOS, SP, RL","507411072-VisionWare - Sistemas de Informação, SA | 503859486-MACEDO VITORINO - SOCIEDADE DE ADVOGADOS, SP, RL",71250.0,69000.0,0.0,2025-06-30,2025-07-02,2025-07-03,,2,500051062,503859486,Sintra,73,Investigação e desenvolvimento
11553088,Aquisição de bens móveis,,15111000-9 - Carne de bovino,Fundação INATEL,EXUMAS CONSULTING GROUP LDA.,"515167282-OS GRANTE - Indústria &amp; Distribuição Alimentar, Lda. | 500178933-Manuel Gonzalez Martins &amp;amp; Filhos, S.A. | 510396429-EXUMAS CONSULTING GROUP LDA. | 500087210-Portral, Lda | 500271518-Sogenave - Sociedade Geral de Abastecimentos à Navegação e Indústria Hoteleira, SA",167843.0,45385.15,0.0,2025-02-20,2025-06-20,2025-07-03,,5,500122237,510396429,Lisboa,15,"Alimentação, bebidas e tabaco"
11579734,Aquisição de serviços,,79341000-6 - Serviços de publicidade,Município de Oeiras,"Foco Criativo, Lda",,30000.0,30000.0,0.0,2025-07-02,2025-07-11,2025-07-11,,0,500745943,509949614,Oeiras,79,Serviços empresariais
11535437,Aquisição de bens móveis,,33696500-0 - Reagentes de laboratório,"Unidade Local de Saúde de São José, E. P. E.","Baptista Marques, Lda",,167400.0,4592.0,0.0,2025-04-14,2025-04-29,2025-06-25,,0,508080142,501439110,Lisboa,33,Equipamento médico e farmacêutico
11676735,Aquisição de bens móveis,,09130000-9 - Petróleo e destilados,"EPAL - Empresa Portuguesa das Águas Livres, S. A.","Petrogal, S. A.","500697370-PETROGAL, S.A | --B2Mobility GmbH",4500000.0,5204.36,0.0,2025-06-30,2025-08-21,2025-09-02,,2,500906840,500697370,Lisboa,09,Energia e combustíveis
11579933,Aquisição de bens móveis,,33600000-6 - Produtos farmacêuticos,"Unidade Local de Saúde de Santa Maria, E. P. E.","DANONE NUTRICIA, UNIPESSOAL LDA",,26372.0,10069.2,0.0,2025-07-03,2025-07-11,2025-07-11,,0,508481287,507558286,Lisboa,33,Equipamento médico e farmacêutico
11535627,Aquisição de bens móveis,,"33000000-0 - Equipamento médico, medicamentos e produtos para cuidados pessoais",ESTADO-MAIOR-GENERAL DAS FORÇAS ARMADAS,"Protilis Portugal, Lda","507958861-Frilabo II, Lda. | 500203130-Normax - Fábrica de Vidros Científicos, Lda | 510043607-Protilis Portugal, Lda | 501399224-JOSÉ MANUEL GOMES DOS SANTOS, LDA | 509880509-Norleq- Equipamentos e Serviços, Lda | 503636975-ENZIFARMA Diagnóstica - e Farmacêutica, S.A | 503019461-Sarstedt - Técnico Laboratório, Lda",31231.36,2036.0,0.0,2025-06-23,2025-06-25,2025-06-25,,7,600010180,510043607,Lisboa,33,Equipamento médico e farmacêutico
11535654,Aquisição de bens móveis,,33600000-6 - Produtos farmacêuticos,"Unidade Local de Saúde de Santa Maria, E. P. E.","Linde Portugal, Lda.",,585687.13,2991.0,0.0,2025-06-12,2025-06-12,2025-06-25,,0,508481287,500266344,Lisboa,33,Equipamento médico e farmacêutico
11580108,Aquisição de bens móveis,"O cumprimento, a impossibilidade definitiva e todas as restantes causas de extinção das obrigações reconhecidas pelo direito civil",30200000-1 - Equipamento e material informático,"Agência para a Modernização Administrativa, I. P.","BASE2, LDA","501333401-BASE2, LDA | 502425296-Inforlandia S.A | 501544682-Papelprint, lda | 502670355-DIGIBÉRIA INFORMATION TECHNOLOGIES, S.A.",114426.06,15190.0,15190.0,2025-06-02,2025-06-12,2025-07-11,2025-11-20,4,508184509,501333401,Lisboa,30,Equipamento de escritório e informática
11580437,Aquisição de bens móveis,,33140000-3 - Material médico de consumo,"Unidade Local de Saúde de Santa Maria, E. P. E.","Aviquimica, Lda","500684324-MEDICINÁLIA CORMÉDICA - MCMEDICAL, LDA. | 503232785-VYGON PORTUGAL | 500039720-Aviquimica, Lda | 501895558-H.R. | 502376899-P.M.H",21486.6,14160.27,0.0,2025-06-26,2025-07-11,2025-07-11,,5,508481287,500039720,Lisboa,33,Equipamento médico e farmacêutico
11580461,Empreitadas de obras públicas,,45233141-9 - Manutenção de estradas,Município de Sintra,Topbet-Trabalhos de Obras Publicas e Pavimentos Betuminosos S.A.,,250000.0,233303.67,0.0,2025-05-09,2025-06-17,2025-07-11,,0,500051062,503847933,Sintra,45,Construção
11676756,Aquisição de bens móveis,,33140000-3 - Material médico de consumo,"Unidade Local de Saúde de Lisboa Ocidental, E. P. E.","MEDTRONIC PORTUGAL, LDA.",,486893.6,381800.0,0.0,2025-08-20,2025-08-26,2025-09-02,,0,507618319,504223933,Lisboa,33,Equipamento médico e farmacêutico
11676854,Aquisição de serviços,,66510000-8 - Serviços de seguros,"EPAL - Empresa Portuguesa das Águas Livres, S. A.","MDS - Corretor de Seguros, S.A.","501469460-MDS - Corretor de Seguros, S.A.",137376.3,17843.03,0.0,2025-08-13,2025-08-22,2025-09-02,,1,500906840,501469460,Lisboa,66,Finanças e seguros
11676904,Aquisição de bens móveis,,33140000-3 - Material médico de consumo,"Unidade Local de Saúde de Lisboa Ocidental, E. P. E.","ABBOTT MEDICAL PORTUGAL, Lda.",,486893.6,4212.8,0.0,2025-08-20,2025-08-20,2025-09-02,,0,507618319,504180746,Lisboa,33,Equipamento médico e farmacêutico
11676949,Aquisição de bens móveis,,09130000-9 - Petróleo e destilados,"Águas do Vale do Tejo, S. A.","- - B2 MOBILITY, GMBH","500697370-PETROGAL, S.A | --B2Mobility GmbH",4500000.0,569548.19,0.0,2025-06-26,2025-08-08,2025-09-02,,2,513606130,,Lisboa,09,Energia e combustíveis
11553311,Aquisição de bens móveis,,15111000-9 - Carne de bovino,Fundação INATEL,"MANUEL GONZALEZ MARTINEZ &amp; FILHOS, SA","515167282-OS GRANTE - Indústria &amp; Distribuição Alimentar, Lda. | 500178933-Manuel Gonzalez Martins &amp;amp; Filhos, S.A. | 510396429-EXUMAS CONSULTING GROUP LDA. | 500087210-Portral, Lda | 500271518-Sogenave - Sociedade Geral de Abastecimentos à Navegação e Indústria Hoteleira, SA",167843.0,50462.25,0.0,2025-02-20,2025-06-05,2025-07-03,,5,500122237,500178933,Lisboa,15,"Alimentação, bebidas e tabaco"
11535839,Empreitadas de obras públicas,,45231300-8 - Construção de condutas para água e águas residuais,Serviços Municipalizados de Águas e Saneamento de Mafra - SMAS de Mafra,- - Paulo Jorge Carreira Bento,"514070080-JPMAENG, Unipessoal, Lda | --Paulo Jorge Carreira Bento",45000.0,42050.0,0.0,2025-06-20,2025-06-20,2025-06-25,,2,600087247,,Mafra,45,Construção
11535883,Aquisição de bens móveis,,33140000-3 - Material médico de consumo,"Unidade Local de Saúde de São José, E. P. E.",EXPOMEDICA,,31376.89,577.5,0.0,2025-06-18,2025-06-23,2025-06-25,,0,508080142,501886621,Lisboa,33,Equipamento médico e farmacêutico
11535902,Aquisição de bens móveis | Aquisição de serviços,,"71356300-1 - Serviços de apoio técnico
32420000-3 - Equipamento de rede",SUPREMO TRIBUNAL DE JUSTIÇA,NÓS COMUNICAÇÕES S.A.,502604751-NOS - Comunicações S.A.,201333.33,201333.2,0.0,2025-05-20,2025-06-03,2025-06-25,,1,600019039,502604751,Lisboa,71,Arquitetura e engenharia
11536034,Aquisição de serviços,,50800000-3 - Serviços de reparação e manutenção diversos,"Cascais Dinâmica - Gestão de Economia, Turismo e Empreendorismo, E. M., S. A.","Veolia Portugal, S.A.","502876581-Veolia Portugal, S.A.",217769.7,216194.28,0.0,2025-06-18,2025-06-25,2025-06-25,,1,503589780,502876581,Cascais,50,Reparação e manutenção
11536116,Empreitadas de obras públicas,,45453100-8 - Obras de recuperação,Município de Oeiras,Megacalçada,,450000.0,322565.0,0.0,2025-06-02,2025-06-18,2025-06-25,,0,500745943,508035511,Oeiras,45,Construção
11536230,Aquisição de bens móveis,,33140000-3 - Material médico de consumo,"Unidade Local de Saúde de São José, E. P. E.","ABBOTT MEDICAL PORTUGAL, Lda.",,109835.5,6200.0,0.0,2025-05-12,2025-05-20,2025-06-25,,0,508080142,504180746,Lisboa,33,Equipamento médico e farmacêutico
11536915,Aquisição de bens móveis,"O cumprimento, a impossibilidade definitiva e todas as restantes causas de extinção das obrigações reconhecidas pelo direito civil",32570000-9 - Equipamento para comunicações,Secretaria-Geral do Ministério da Administração Interna,NÓS COMUNICAÇÕES S.A.,"502604751-NÓS COMUNICAÇÕES S.A. | 505134195-Warpcom Services, S.A.",2218193.66,2210994.96,2210994.96,2025-06-03,2025-06-25,2025-06-26,2026-03-16,2,600014665,502604751,Lisboa,32,Telecomunicações
11537046,Aquisição de bens móveis,,33140000-3 - Material médico de consumo,"Unidade Local de Saúde de São José, E. P. E.",- - MASIMO INTERNATIONAL SARL,,219580.0,219580.0,0.0,2025-06-05,2025-06-25,2025-06-26,,0,508080142,,Lisboa,33,Equipamento médico e farmacêutico
11537231,Empreitadas de obras públicas,,45112700-2 - Trabalhos de paisagismo,Município de Oeiras,"Arcos Combinados - Projectos, Geotecnia e Construções","514023708-Arcos Combinados - Projectos, Geotecnia e Construções | 503171565-MOTA-ENGIL ATIV GESTÃO E MANUTENÇÃO DE ATIVOS | 501312412-ALBERTO COUTO ALVES, S.A. | 507383125-Estrela do Norte, Engenharia e Construção, SA | 502212900-XIX - Construção Projectos e Gestão, Lda. | 501748407-LUIS FRAZÃO - CONSTRUÇÃO CIVIL E OBRAS PÚBLICAS, S.A. | 501157344-Oliveiras SA | 504229753-UNIKONSTRÓI, LDA | 503460656-Gasfomento-Sistemas e Instalações de Gás, S.A.",1815463.13,1588172.92,0.0,2025-05-28,2025-06-24,2025-06-26,,9,500745943,514023708,Oeiras,45,Construção
11537242,Aquisição de bens móveis,,33696500-0 - Reagentes de laboratório,"Unidade Local de Saúde de São José, E. P. E.",knowhow lda,,167400.0,594.0,0.0,2025-04-14,2025-04-14,2025-06-26,,0,508080142,509884296,Lisboa,33,Equipamento médico e farmacêutico
11537317,Aquisição de bens móveis,,33696500-0 - Reagentes de laboratório,"Unidade Local de Saúde de São José, E. P. E.","CSPSaúde - Centro de Serviços Partilhados, S.A",,167400.0,4000.0,0.0,2025-05-05,2025-05-14,2025-06-26,,0,508080142,508440246,Lisboa,33,Equipamento médico e farmacêutico
11537511,Empreitadas de obras públicas,,45233262-3 - Construção de zona pedonal,Município de Oeiras,Sanestradas-Empreitadas de Obras Públicas e Particulares S.A.,"501157344-Oliveiras SA | 504229753-UNIKONSTRÓI, LDA | 510670989-MJMB- Calçadas, Unipessoal, Lda | 500280908-Tecnovia - Sociedade de Empreitadas, S.A. | 500120501-Sanestradas-Empreitadas de Obras Públicas e Particulares S.A.",1171898.11,1133999.95,0.0,2025-05-28,2025-06-23,2025-06-26,,5,500745943,500120501,Oeiras,45,Construção
11677681,Aquisição de serviços,,72260000-5 - Serviços relacionados com software,Estado-Maior-General das Forças Armadas (EMGFA),"Claranet Portugal, S.A.",,43094.15,41251.02,0.0,2025-07-04,2025-07-04,2025-09-03,,0,600010180,503412031,Lisboa,72,TI e consultoria
11677925,Aquisição de bens móveis,,33141220-8 - Cânulas,"Unidade Local de Saúde de Santa Maria, E. P. E.","PMH,SA",,3628.5,3520.0,0.0,2025-08-28,2025-09-03,2025-09-03,,0,508481287,502376899,Lisboa,33,Equipamento médico e farmacêutico
11677967,Aquisição de bens móveis,,44512000-2 - Ferramentas manuais diversas,Santa Casa da Misericórdia de Lisboa,DELAROBIA - COMÉRCIO DE TINTAS E DECORAÇÃO LDA.,"513154906-HORTANIMAL UNIPESSOAL LDA | 514597003-DidatiÁREA, Lda. | 507308565-DELAROBIA - COMÉRCIO DE TINTAS E DECORAÇÃO, LDA. | 516273302-AM-Ferramentas de Corte Lda | 510989853-Diamantino Matos Leal Lda | 500000484-A. Borges do Amaral, Lda | 503391026-Euroferramentas, Lda | 517058219-Nescolar Unipessoal Lda | 500904600-FONSECA, MATOS E FERREIRA, LDA. | 514374306-Correcta Comercial, Lda. | 505896826-MESTRE DA COR - COMÉRCIO DE TINTAS, LDA. | 502888539-BRICANTEL - Comércio Material Electrico de Bragança,lda",161877.0,11646.0,0.0,2025-06-18,2025-08-14,2025-09-03,,12,500745471,507308565,Sintra,44,Materiais de construção
11537902,Aquisição de bens móveis,,15981000-8 - Águas minerais,Serviços de Ação Social da Universidade de Lisboa,"EXUMAS GROUP, LDA.","516571443-NOI, Lda. | 510396429-EXUMAS CONSULTING GROUP LDA. | 503788465-Europastry Portugal SA",59300.0,928.4,0.0,2025-05-02,2025-06-18,2025-06-26,,3,510762980,510396429,Lisboa,15,"Alimentação, bebidas e tabaco"
11537963,Empreitadas de obras públicas,,45453000-7 - Obras de revisão e recuperação,"Gebalis - Gestão do Arrendamento da Habitação Municipal de Lisboa, E. M., S. A.",URBISISTEMA Construção Civil Lda,"501566546-Urbisistema, Construção Civil, Lda. | 504290118-Monocapa - Sociedade de Impermeabilizações e Construções, Lda",700000.0,270000.0,0.0,2025-06-02,2025-06-25,2025-06-26,,2,503541567,501566546,Lisboa,45,Construção
11537973,Aquisição de bens móveis,,15119100-6 - Carne de coelho,Fundação INATEL,"EstremozCarnes, Lda","506327981-Companhia da Serra - Comércio de Produtos Alimentares, Lda | 503501875-INDUBEIRA - INDÚSTRIA ALIMENTAR, S.A. | 515067156-Savigal-Produtos Alimentares, Lda | 500087210-PORTRAL - COMÉRCIO E INDÚSTRIA DE CARNES, LDA. | 515167282-OS GRANTE - Indústria &amp; Distribuição Alimentar, Lda. | 500178933-Manuel Gonzalez Martins &amp;amp; Filhos, S.A. | 503742732-AVIBOM AVÍCOLA,S.A. | 500271518-Sogenave - Sociedade Geral de Abastecimentos à Navegação e Indústria Hoteleira, SA | 503586587-estremoz",300525.15,222.8,0.0,2025-01-23,2025-02-04,2025-06-26,,9,500122237,503586587,Lisboa,15,"Alimentação, bebidas e tabaco"
11554236,Aquisição de serviços,,71400000-2 - Serviços de arquitectura paisagística e planeamento urbano,"Instituto da Habitação e da Reabilitação Urbana, I. P.","Procifisc XXI - Consulting, Lda","513770267-TUU Building Design Management, Lda. | 510020941-GENERA | 503465976-EPOCA - Gestão Estudos e Projectos, Lda. | 510629083-D-Solution, Lda. | 503040630-Vitor Hugo - Coordenação e Gestão de Projectos, SA | 513959327-Pmt - coordenação e gestão de projectos | 515172839-Procifisc XXI - Consulting, Lda. | 510612660-RYB, RAISE YOUR BUSINESS, LDA",40000.0,4150.0,0.0,2025-06-09,2025-06-30,2025-07-03,,8,501460888,515172839,Mafra,71,Arquitetura e engenharia
11538330,Aquisição de bens móveis,,32420000-3 - Equipamento de rede,BANCO DE PORTUGAL,"Reload - Consultoria Informática, Lda.","506210855-Reload - Consultoria Informática, Lda",32300.0,30034.88,0.0,2025-03-21,2025-06-20,2025-06-26,,1,500792771,506210855,Lisboa,32,Telecomunicações
11538524,Aquisição de bens móveis,,33700000-7 - Produtos para cuidados pessoais,Santa Casa da Misericórdia de Lisboa,PLANETAVERTICAL - LDA,"502031875-Alvaro Henriques &amp; Filhos Lda | 514929170-Planeta Vertical Lda | 500686904-LABORATORIOS EXPANSCIENCE, LDA | 515735590-FURIALLTRADE, LDA. | 516110616-Tek4life Med",9790.0,1200.0,0.0,2025-05-20,2025-05-20,2025-06-26,,5,500745471,514929170,Lisboa,33,Equipamento médico e farmacêutico
11581508,Empreitadas de obras públicas,"O cumprimento, a impossibilidade definitiva e todas as restantes causas de extinção das obrigações reconhecidas pelo direito civil",45223000-6 - Construção de estruturas,Secretaria-Geral da Presidência da República,"OMEP-OBRAS MEDIÇÕES E PROJETOS, LDª","506358984-PASCOAL MONTEIRO | 514554959-Baptista Fernandes &amp; Tavares Sequeira,Lda | 517877325-ELÉCTRICA DO SUL - ESLM LDA | 509995187-C3VM Engenharia e Construção lda | 502022469-OMEP-OBRAS MEDIÇÕES E PROJETOS, LDª | 510027350-RKESA, LDA.",185000.0,163667.41,177273.59,2025-07-02,2025-07-11,2025-07-14,2025-12-30,6,600000869,502022469,Lisboa,45,Construção
11581536,Aquisição de bens móveis,,33100000-1 - Equipamento médico,"Unidade Local de Saúde de São José, E. P. E.",ISURGICAL3D LDA,,142956.0,124740.0,0.0,2025-06-26,2025-07-14,2025-07-14,,0,508080142,509261310,Lisboa,33,Equipamento médico e farmacêutico
11538694,Aquisição de bens móveis,,34144210-3 - Veículos de combate a incêndios,Associação Humanitária de Bombeiros Voluntários de Alcabideche,"INASI, Comercio e Industria de Maquinas e Viaturas Lda","500147647-Jacinto Marques Oliveira Sucessores, Lda | 500442487-INASI, Comercio e Industria de Maquinas e Viaturas Lda",410000.0,405000.0,0.0,2025-06-04,2025-06-24,2025-06-26,,2,501063692,500442487,Cascais,34,Equipamento de transporte
11581650,Aquisição de bens móveis,,33140000-3 - Material médico de consumo,"Unidade Local de Saúde de Santa Maria, E. P. E.",Philips,,316890.0,316890.0,0.0,2025-06-12,2025-07-08,2025-07-14,,0,508481287,500216843,Lisboa,33,Equipamento médico e farmacêutico
11581651,Aquisição de bens móveis,,"38290000-4 - Instrumentos e aparelhos de vigilância, hidrográficos, oceanográficos e hidrológicos",Instituto Hidrográfico,"VÓRTICE, EQUIPAMENTOS CIENTÍFICOS, LDA.","501144552-VÓRTICE, EQUIPAMENTOS CIENTÍFICOS, LDA. | 504652885-Nautiradar - Sistemas Marítimos de Electrónica e de Telecomunicações, Lda. | --Nautilus Oceanica S. L. | 516776851-Geotarget Soluções Prof. Top. e Geomatica LDA. | 517126150-Amberjack Solutions Unipessoal Lda | 500135819-IBERAGAR S.A. | 507793897-PARTYARD | 507499093-GISCAD - GEOMÁTICA &amp; ENGENHARIA, LDA",92000.0,5955.2,0.0,2025-07-04,2025-07-14,2025-07-14,,8,501494170,501144552,Lisboa,38,Equipamento laboratorial e óptico
11554773,Aquisição de serviços,,"50100000-6 - Serviços de reparação e manutenção de veículos e equipamento afim, e serviços conexos",Município de Oeiras,JOSE ARTUR C. DOMINGOS LDA,,30000.0,30000.0,0.0,2025-06-25,2025-07-01,2025-07-04,,0,500745943,504174126,Oeiras,50,Reparação e manutenção
11581939,Aquisição de bens móveis,,30197630-1 - Papel para impressão,Fundação INATEL,"JOSÉ BORDA &amp; CA., LDA","508831989-OLMAR - ARTIGOS DE PAPELARIA, LDA | 509959008-Americana - Papelaria, SA | 510396429-EXUMAS CONSULTING GROUP LDA. | 503789372-Staples | 502907100-JOSÉ BORDA &amp; CA., LDA",14622.66,3951.55,0.0,2025-04-08,2025-06-04,2025-07-14,,5,500122237,502907100,Lisboa,30,Equipamento de escritório e informática
11555502,Aquisição de bens móveis,,34110000-1 - Automóveis de passageiros,APPACDM DE LISBOA - Associação Portuguesa de Pais e Amigos do Cidadão Deficiente Mental,"Addaptway - Unipessoal, Lda.","501409963-J. A. Ramos, Lda | 516647520-Addaptway - Unipessoal, Lda. | 513672273-Onda Predileta, Lda",48118.01,41527.0,0.0,2025-06-04,2025-07-03,2025-07-04,,3,504646788,516647520,Lisboa,34,Equipamento de transporte
11555567,Aquisição de serviços,,72266000-7 - Serviços de consultoria em matéria de software,"Imprensa Nacional - Casa da Moeda, E.P.","AXIANSEU DIGITAL SOLUTIONS, S.A.","502604751-NOS COMUNICAÇÕES, S.A. | 513266488-Dellent Consulting, Lda | 504079190-NOVABASE NEOTALENT, S.A. | 500074372-AXIANSEU DIGITAL SOLUTIONS, S.A.",495976.0,494972.0,0.0,2025-06-04,2025-07-03,2025-07-04,,4,500792887,500074372,Lisboa,72,TI e consultoria
11538825,Aquisição de serviços,,72540000-2 - Serviços de actualização informática,Estado-Maior-General das Forças Armadas (EMGFA),"INETUM ESPAÑA, S.A. - Sucursal em Portugal",980079659-Inetum Espanha S.A. - Sucursal em Portugal,81960.0,77622.0,0.0,2025-03-14,2025-04-14,2025-06-26,,1,600010180,980079659,Lisboa,72,TI e consultoria
11538829,Aquisição de bens móveis,,33140000-3 - Material médico de consumo,"Unidade Local de Saúde de São José, E. P. E.","Medicinália- Cormédica MC Medical, Lda",,31376.89,299.04,0.0,2025-06-18,2025-06-26,2025-06-26,,0,508080142,500684324,Lisboa,33,Equipamento médico e farmacêutico
11539946,Aquisição de bens móveis,,33155000-1 - Aparelhos para fisioterapia,Santa Casa da Misericórdia de Lisboa,"TEPREL - EQUIPAMENTOS MÉDICOS, S.A.","500990441-SORISA S.A. - DIV. REAB. FITNESS | 502262184-TEPREL | 508560152-BRAMÉDICA FISIO - PRODUTOS DE SAÚDE, LDA. | 500684324-Medicinália-Cormédica, MCMedical, Lda. | 513083162-Grupo Vitalino S.A | 502954396-Sem Barreiras, Material de Reabilitação Limitada | 518529304-MEDSIMTEK, UNIPESSOAL LDA. | 500357129-General Electric Healthcare Portugal, S.U. Lda",46141.82,6769.0,0.0,2025-05-15,2025-05-15,2025-06-27,,8,500745471,502262184,Cascais,33,Equipamento médico e farmacêutico
11540017,Aquisição de bens móveis,,33155000-1 - Aparelhos para fisioterapia,Santa Casa da Misericórdia de Lisboa,"BRAMÉDICA FISIO - PRODUTOS DE SAÚDE, LDA.","500990441-SORISA S.A. - DIV. REAB. FITNESS | 502262184-TEPREL | 508560152-BRAMÉDICA FISIO - PRODUTOS DE SAÚDE, LDA. | 500684324-Medicinália-Cormédica, MCMedical, Lda. | 513083162-Grupo Vitalino S.A | 502954396-Sem Barreiras, Material de Reabilitação Limitada | 518529304-MEDSIMTEK, UNIPESSOAL LDA. | 500357129-General Electric Healthcare Portugal, S.U. Lda",46141.82,107.8,0.0,2025-05-15,2025-05-15,2025-06-27,,8,500745471,508560152,Cascais,33,Equipamento médico e farmacêutico
11540123,Aquisição de bens móveis,,24000000-4 - Produtos químicos,Estado Maior da Força Aérea,ORION TECHNIK - Maintenance &amp; Engineering,--International Supply Management SL | 502846836-ORION TECHNIK - Maintenance &amp; Engineering,80071.0,55666.0,0.0,2025-05-19,2025-05-26,2025-06-27,,2,600010686,502846836,Vila Franca de Xira,24,Produtos químicos
11540303,Aquisição de bens móveis,,33155000-1 - Aparelhos para fisioterapia,Santa Casa da Misericórdia de Lisboa,"BRAMÉDICA FISIO - PRODUTOS DE SAÚDE, LDA.","500990441-SORISA S.A. - DIV. REAB. FITNESS | 502262184-TEPREL | 508560152-BRAMÉDICA FISIO - PRODUTOS DE SAÚDE, LDA. | 500684324-Medicinália-Cormédica, MCMedical, Lda. | 513083162-Grupo Vitalino S.A | 502954396-Sem Barreiras, Material de Reabilitação Limitada | 518529304-MEDSIMTEK, UNIPESSOAL LDA. | 500357129-General Electric Healthcare Portugal, S.U. Lda",46141.82,113.0,0.0,2025-05-15,2025-05-15,2025-06-27,,8,500745471,508560152,Cascais,33,Equipamento médico e farmacêutico
11540326,Aquisição de bens móveis,,33155000-1 - Aparelhos para fisioterapia,Santa Casa da Misericórdia de Lisboa,"BRAMÉDICA FISIO - PRODUTOS DE SAÚDE, LDA.","500990441-SORISA S.A. - DIV. REAB. FITNESS | 502262184-TEPREL | 508560152-BRAMÉDICA FISIO - PRODUTOS DE SAÚDE, LDA. | 500684324-Medicinália-Cormédica, MCMedical, Lda. | 513083162-Grupo Vitalino S.A | 502954396-Sem Barreiras, Material de Reabilitação Limitada | 518529304-MEDSIMTEK, UNIPESSOAL LDA. | 500357129-General Electric Healthcare Portugal, S.U. Lda",46141.82,730.0,0.0,2025-05-15,2025-05-15,2025-06-27,,8,500745471,508560152,Cascais,33,Equipamento médico e farmacêutico
11540409,Locação de bens móveis,"O cumprimento, a impossibilidade definitiva e todas as restantes causas de extinção das obrigações reconhecidas pelo direito civil",48000000-8 - Pacotes de software e sistemas de informação,"Instituto Nacional de Estatística, I. P.","Vodafone Portugal, Comunicações Pessoais, S.A.","502544180- VODAFONE PORTUGAL, COMUNICAÇÕES S.A | 510728189-CLARANET II SOLUTIONS, S.A.",640840.0,638224.2,638224.2,2025-06-06,2025-06-26,2025-06-27,2025-08-04,2,502237490,502544180,Lisboa,48,Software e sistemas de informação
